,url,title
0,http://www.nytimes.com/2016/03/28/business/dealbook/ethereum-a-virtual-currency-enables-transactions-that-rival-bitcoins.html,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's"
1,http://www.nytimes.com/2016/03/28/business/dealbook/ethereum-a-virtual-currency-enables-transactions-that-rival-bitcoins.html,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's"
2,http://cointelegraph.com/news/bitcoin-future-when-gbpcoin-of-branson-wins-over-usdcoin-of-trump,Bitcoin Future: When GBPcoin of Branson Wins Over USDcoin of Trump
3,https://cloudplatform.googleblog.com/2016/03/Google-Data-Center-360-Tour.html,Google Data Center 360° Tour
4,https://bitcoinmagazine.com/articles/ibm-wants-to-evolve-the-internet-with-blockchain-technology-1459189322,"IBM Wants to ""Evolve the Internet"" With Blockchain Technology"
5,http://www.coindesk.com/ieee-blockchain-oxford-cloud-computing/,IEEE to Talk Blockchain at Cloud Computing Oxford-Con - CoinDesk
6,http://www.newsbtc.com/2016/03/28/banks-need-collaborate-bitcoin-fintech-developers/,Banks Need To Collaborate With Bitcoin and Fintech Developers
7,https://bitcoinmagazine.com/articles/blockchain-technology-could-put-bank-auditors-out-of-work-1459179559,Blockchain Technology Could Put Bank Auditors Out of Work
8,https://news.bitcoin.com/conglomerates-interview-openledger-ceo/,Why Decentralized Conglomerates Will Scale Better than Bitcoin - Interview with OpenLedger CEO - Bitcoin News
9,https://www.cryptocoinsnews.com/ethereum-rise-growth-new-york-times/,The Rise And Growth of Ethereum Gets Mainstream Coverage
10,http://economia.ig.com.br/2016-03-27/situacao-financeira-ruim-de-varejistas-pressiona-shoppings-e-eleva-renegociacoes.html,Situação financeira ruim de varejistas pressiona shoppings e eleva renegociações - Home - iG
11,https://cloud.google.com/compute/docs/load-balancing/http/,Setting Up HTTP(S) Load Balancing
12,https://cloud.google.com/compute/docs/load-balancing/tcp-ssl/,Setting Up SSL proxy for Google Cloud Load Balancing
13,http://techcrunch.com/2016/03/28/ntt-to-buy-dells-services-division-for-3-05-billion/,NTT to buy Dell's services division for $3.05 billion
14,http://www.salon.com/2016/03/27/good_riddance_gig_economy_uber_ayn_rand_and_the_awesome_collapse_of_silicon_valleys_dream_of_destroying_your_job/,"Good riddance, gig economy: Uber, Ayn Rand and the awesome collapse of Silicon Valley's dream of destroying your job"
15,http://cio.economictimes.indiatimes.com/news/internet-of-things/the-internet-of-a-billion-things/48745439,The internet of a billion things | ET CIO
16,http://www.senar.org.br/agricultura-precisao/artigos-e-palestras/,Artigos e Palestras - Programa Agricultura de Precisão do SENAR
17,https://www.macroprograma1.cnptia.embrapa.br/redeap2,Rede Agricultura de Precisão II
18,https://blog.coinfund.io/five-bitcoin-and-ethereum-based-projects-to-watch-in-2016-664f3a20fa3f?gi=fdcb7d02236c,Five Bitcoin and Ethereum Based Projects to Watch in 2016 - Blockchain Investment Vehicles
19,http://www.coindesk.com/blockchain-smart-contracts-bnp-paribas/,Blockchain Smart Contracts Startup Selected By BNP Paribas Accelerator - CoinDesk
20,http://bitcoinist.net/using-gamified-hacking-challenges-to-attract-new-blockchain-developers/,Using Gamified Hacking Challenges To Attract New Blockchain Developers
21,https://www.coinbr.net/blog/america-latina-apresenta-forte-potencial-para-o-bitcoin/,O potencial do bitcoin na América Latina
22,http://www.bbc.com/news/business-35890616,From fine wine to lotteries: Blockchain tech takes off - BBC News
23,https://www.sympla.com.br/como-startups-e-grandes-empresas-podem-colaborar-para-inovar-mais-e-melhor__60973,Como Startups e Grandes Empresas podem colaborar para Inovar mais e melhor
24,https://www.sympla.com.br/pimp-my-pitch-como-fazer-um-pitch-poderoso__60657,Pimp My Pitch: como fazer um Pitch poderoso
25,http://kotaku.com/google-deepmind-is-now-analysing-magic-and-hearthstone-1767628685,Google DeepMind Is Now Analysing Magic And Hearthstone Cards
26,http://recruitingdaily.com/how-okcupid-changed-hiring-forever/,How OKCupid Changed Hiring Forever.
27,https://medium.com/greylock-perspectives/the-hierarchy-of-engagement-5803bf4e6cfa,The Hierarchy of Engagement - Greylock Perspectives
28,https://nodejs.org/en/blog/announcements/welcome-google/,Welcome Google Cloud Platform!
29,http://techcrunch.com/2016/03/29/hopper-raises-16-million-for-a-travel-app-that-tells-you-the-best-time-to-fly/,Hopper raises $16 million for a travel app that tells you the best time to fly
30,http://www.telequest.com.br/portal/index.php/opiniao/5908-industria-4-0-desafios-e-oportunidades,Indústria 4.0: desafios e oportunidades
31,http://www.newsbtc.com/2016/03/29/medstar-washington-affected-bitcoin-ransomware/,MedStar Washington Potentially Affected By Bitcoin Ransomware
32,http://cointelegraph.com/news/coinfest-2016-uniting-the-worlds-bitcoiners,CoinFest 2016: Uniting the World's Bitcoiners
33,http://www.newsbtc.com/2016/03/29/french-senate-will-debate-bitcoin-regulation/,French Senate Will Debate on Bitcoin Regulation
34,https://bitcoinmagazine.com/articles/bitcoin-wallets-as-swiss-bank-accounts-the-developer-s-perspective-1459261829,Bitcoin Wallets as Swiss Bank Accounts: The Developer's Perspective
35,http://techcrunch.com/2016/03/29/slice-insurance/,Slice Labs raises $3.9M to insure on-demand workers when they're on the job
36,http://googleappsupdates.blogspot.com.br/2016/03/enable-new-google-contacts-for-your.html,Enable the new Google Contacts for your users from the Admin console
37,http://jezebel.com/study-shows-women-and-minorities-are-punished-for-speak-1766927323,Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity
38,http://www.mckinsey.com/business-functions/organization/our-insights/staying-one-step-ahead-at-pixar-an-interview-with-ed-catmull,Staying one step ahead at Pixar: An interview with Ed Catmull
39,http://9to5mac.com/2013/01/06/ideo-founder-david-kelley-talks-design-steve-jobs-cancer-and-the-importance-of-empathy/,"IDEO founder David Kelley talks design, Steve Jobs, cancer, and the importance of empathy"
40,http://autoestrada.uol.com.br/noticia/1-noticias/1527-aplicativo-gratuito-permite-gerenciar-consorcio-honda-diretamente-do-celular,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada
41,http://www.latimes.com/opinion/op-ed/la-oe-wright-robots-jobs-data-mining-20160328-story.html,Robots are coming for your job
42,http://m.ign.com/articles/2016/03/29/googles-ai-deepmind-turns-its-gaze-to-hearthstone-and-magic-the-gathering,Google's AI DeepMind Turns its Gaze to Hearthstone and Magic: The Gathering - IGN
43,http://fastml.com/bayesian-machine-learning/,Bayesian machine learning
44,http://en.rocketnews24.com/2016/03/29/as-microsoft-uss-ai-chatbot-turns-racist-troll-japans-wont-shut-up-about-anime-and-hay-fever/,"As Microsoft US's AI chatbot turns racist troll, Japan's won't shut up about anime and hay fever"
45,http://spectrum.ieee.org/computing/software/linux-at-25-qa-with-linus-torvalds,Linux at 25: Q&A With Linus Torvalds
46,http://gizmodo.com/darpa-wants-to-give-radio-waves-ai-to-stretch-bandwidth-1767678812,DARPA Wants to Give Radio Waves AI to Stretch Bandwidth
47,https://www.linkedin.com/pulse/so-your-ai-bot-went-haywire-should-you-care-azeem-azhar,"So your AI bot went haywire, should you care?"
48,http://www.huffingtonpost.com/laura-dambrosio/machine-learning-as-a-ser_b_9548962.html,Machine Learning as a Service: How Data Science Is Hitting the Masses
49,https://news.bitcoin.com/bitfury-pays-btc-join-innovate-finance/,Innovate Finance Allows Bitfury to Join With Bitcoin
50,http://www.coindesk.com/blockstream-10-new-firms-hyperledger-blockchain-project/,Blockstream Among 10 New Firms to Join Hyperledger Blockchain Project - CoinDesk
51,http://www.mckinsey.com/business-functions/strategy-and-corporate-finance/our-insights/the-economic-essentials-of-digital-strategy,The economic essentials of digital strategy
52,http://it20.info/2016/03/the-incestuous-relations-among-containers-orchestration-tools/,The incestuous relations among containers orchestration tools
53,http://www.zdnet.com/article/microsoft-and-canonical-partner-to-bring-ubuntu-to-windows-10/,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet
54,http://www.engadget.com/2016/03/29/behind-facebook-messengers-plan-to-be-an-app-platform/,Behind Facebook Messenger's plan to be an app platform
55,http://fortune.com/2016/03/29/eric-schmidt-ai/,Google's Schmidt Says Computers Not a Threat to Humans or Jobs
56,http://www.lukew.com/ff/entry.asp?1945,LukeW | Obvious Always Wins
57,http://techcrunch.com/2013/09/18/facebooks-new-mobile-test-framework-births-bottom-tab-bar-navigation-redesign-for-ios-5-6-7/,"Facebook's New Mobile Test Framework Births Bottom Tab Bar Navigation Redesign For iOS 5, 6, & 7"
58,http://noticias.uol.com.br/politica/ultimas-noticias/2016/03/30/69-consideram-gestao-de-dilma-ruim-ou-pessima-aponta-pesquisa-ibope.htm,"Governo Dilma é desaprovado por 69% e aprovado por 10%, diz Ibope"
59,http://noticias.uol.com.br/politica/ultimas-noticias/2016/03/30/69-consideram-gestao-de-dilma-ruim-ou-pessima-aponta-pesquisa-ibope.htm,"Governo Dilma é desaprovado por 69% e aprovado por 10%, diz Ibope"
60,https://lmjabreu.com/post/why-and-how-to-avoid-hamburger-menus/,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design
61,http://leanstartup.co/avoid-building-bad-products-rapid-validation/,How to Avoid Building Bad Products with Rapid Validation - Lean Startup Co.
62,http://venturebeat.com/2015/11/27/5-open-source-alternatives-to-slack/,5 open-source alternatives to Slack
63,https://cloudplatform.googleblog.com/2016/03/IAM-best-practice-guides-available-now.html,IAM best practice guides available now
64,http://www.nytimes.com/2016/03/24/technology/google-showcases-its-cloud-efforts-determined-to-catch-up-to-rivals.html,"Google Showcases Its Cloud Efforts, Determined to Catch Up to Rivals"
65,http://www.mediacurrent.com/blog/acquia-dev-desktop-for-beginners,Acquia's Dev Desktop - a Drupal server for beginners
66,https://developers.googleblog.com/2016/03/introducing-google-api-console.html,Introducing the Google API Console
67,http://techcrunch.com/2016/03/30/task-management-app-asana-raises-50m-at-a-600m-valuation-led-by-ycs-sam-altman/,Task management app Asana raises $50M at a $600M valuation led by YC's Sam Altman
68,https://uxplanet.org/perfect-menu-for-mobile-apps-39b2cb5b7377?gi=f7f2505d5e95,Perfect Menu for Mobile Apps - UX Planet
69,https://www.drupal.org/project/paragraphs,Paragraphs
70,http://buytaert.net/white-house-deepens-its-commitment-to-open-source,Dries Buytaert
71,https://dev.acquia.com/blog/drupal-howto-responsive-or-adaptive-images/04/03/2016/9796,Drupal How-To: Responsive or Adaptive Images? | Acquia
72,https://www.drupal.org/drupalorg/blog/top-10-contributing-customers,Top 10 contributing customers
73,https://zoocha.com/blog/setting-drupal-code-sniffer,Setting up Drupal Code Sniffer
74,http://cointelegraph.com/news/bitcoin-mining-ethereum-mining-cloud-mining-2016-overview,"Bitcoin Mining, Ethereum Mining, Cloud Mining: 2016 Overview"
75,http://www.thebitcoinchannel.com/archives/55850,Stratumn is building a sort of Heroku for blockchain applications - The Bitcoin Channel
76,http://blogs.wsj.com/moneybeat/2016/03/29/wall-street-goes-big-on-bitcoin-tech/,Wall Street Goes Big on Bitcoin Tech
77,http://www.coindesk.com/nominations-2016-blockchain-awards/,Coin Center Opens Nominations for the 2016 Blockchain Awards - CoinDesk
78,https://azure.microsoft.com/en-us/services/cognitive-services/,Cognitive Services-Intelligence Applications | Microsoft Azure
79,http://www.techrepublic.com/article/google-admits-original-enterprise-cloud-strategy-was-wrong-why-its-gone-in-a-different/,"Google admits original enterprise cloud strategy was wrong, why it's gone in a different direction - TechRepublic"
80,http://www.popsci.com/byzantine-science-deceiving-artificial-intelligence,Fooling The Machine
81,https://labs.spotify.com/2016/03/10/spotifys-event-delivery-the-road-to-the-cloud-part-iii/,Spotify's Event Delivery - The Road to the Cloud (Part III)
82,https://quizlet.com/blog/whats-the-best-cloud-probably-gcp,What's the Best Cloud? Probably GCP
83,http://www.coindesk.com/microsoft-ethereum-3-million-developers/,Microsoft Adds Ethereum to Windows Platform For Over 3 Million Developers - CoinDesk
84,http://www.popsci.com/byzantine-science-deceiving-artificial-intelligence,Fooling The Machine
85,https://cloud.google.com/docs/google-cloud-platform-for-aws-professionals,Google Cloud Platform for AWS Professionals
86,http://www.popsci.com/byzantine-science-deceiving-artificial-intelligence,Fooling The Machine
87,http://www.popsci.com/byzantine-science-deceiving-artificial-intelligence,Fooling The Machine
88,http://www.popsci.com/byzantine-science-deceiving-artificial-intelligence,Fooling The Machine
89,http://www.popsci.com/byzantine-science-deceiving-artificial-intelligence,Fooling The Machine
90,http://www.popsci.com/byzantine-science-deceiving-artificial-intelligence,Fooling The Machine
91,http://www.b9.com.br/64171/social-media/em-parceria-com-facebook-klm-passa-oferecer-atendimento-atraves-do-messenger/,"Em parceria com Facebook, KLM passa a oferecer atendimento através do Messenger"
92,https://cloudplatform.googleblog.com/2016/03/calculating-and-searching-500-billion-digits-of-Pi.html,Calculating and searching 500 billion digits of Pi
93,http://www.b9.com.br/64132/tech/com-hololens-microsoft-torna-realidade-mensagem-holografica-de-star-wars/,"Com HoloLens, Microsoft torna realidade a mensagem holográfica de ""Star Wars"""
94,http://www.mckinsey.com/industries/high-tech/our-insights/the-internet-of-things,The Internet of Things
95,http://g1.globo.com/sao-paulo/sorocaba-jundiai/nosso-campo/noticia/2016/03/tecnologia-para-colher-mais-e-o-uso-do-gps.html,Tecnologia para colher mais e o uso do GPS
96,http://9to5mac.com/2016/03/30/apple-launches-safari-technology-preview-a-browser-for-developers-including-experimental-web-features/,"Apple launches Safari Technology Preview, a browser for developers including experimental web features"
97,http://www.fastcodesign.com/3058294/google-is-finally-redesigning-its-biggest-cash-cow-adwords,Google Is Finally Redesigning Its Biggest Cash Cow: AdWords
98,http://www.theverge.com/2016/3/30/11317924/microsoft-event-news-recap-hololens-windows-10-build-2016,Microsoft Build: the 10 most important announcements
99,http://www.bbc.com/news/business-35923885,Foxconn finalises Sharp takeover - BBC News
100,https://cloudplatform.googleblog.com/2016/02/Spotify-chooses-Google-Cloud-Platform-to-power-data-infrastructure.html,Spotify chooses Google Cloud Platform to power data infrastructure
101,http://us8.campaign-archive1.com/?u=eb2d2e4ce44bb8c74fdb0b23e&id=ede7bb5a54&e=c7c03a304f,"New blog from Dries: A ""MAP"" for accelerating Drupal 8 adoption"
102,https://blogs.windows.com/windowsexperience/2016/03/30/the-future-of-pen-windows-ink/,The Future of Pen: Windows Ink
103,https://blogs.windows.com/buildingapps/2016/03/30/windows-10-anniversary-sdk-is-bringing-exciting-opportunities-to-developers/,Windows 10 Anniversary SDK is bringing exciting opportunities to developers
104,https://blogs.windows.com/devices/2016/03/18/microsoft-hololens-and-lowes-working-to-redefine-your-next-home-renovation/,"Microsoft HoloLens and Lowe's, working to redefine your next home renovation"
105,https://dev.acquia.com/blog/how-we-migrated-data-into-drupal-from-four-different-sources-using-the-migrate-module/09/03/2016/9806,How We Migrated Data into Drupal from Four Different Sources Using the Migrate Module | Acquia
106,https://www.drupal.org/project/coder,Coder | Drupal.org
107,http://www.wsj.com/articles/spotify-raises-1-billion-in-debt-financing-1459284467,Spotify Raises $1 Billion in Debt Financing
108,https://developers.googleblog.com/2016/03/introducing-new-developer-show-machine.html,"Introducing a new developer show ""Machine Learning: Recipes for New Developers"""
109,http://fortune.com/2016/03/30/facebook-ai-satellite-imagery/,What Happens When You Combine Artificial Intelligence and Satellite Imagery
110,http://arstechnica.com/information-technology/2016/03/microsofts-new-ai-tools-help-developers-build-smart-apps-and-bots/,Microsoft's new AI tools help developers build smart apps and bots
111,http://www.hanselman.com/blog/DevelopersCanRunBashShellAndUsermodeUbuntuLinuxBinariesOnWindows10.aspx,Developers can run Bash Shell and user-mode Ubuntu Linux binaries on Windows 10
112,https://blog.ethereum.org/2016/03/30/solidity-available-in-visual-studio/,Solidity Available in Visual Studio - Ethereum Blog
113,https://bitcoinmagazine.com/articles/dtcc-and-digital-asset-holdings-to-test-blockchain-solutions-for-the-trillion-repo-market-1459358814,DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market
114,http://cointelegraph.com/news/governments-vs-bitcoin-a-fight-for-control,Governments vs Bitcoin: A Fight For Control
115,http://bitcoinist.net/cashila-announces-convenient-buy-and-sell-feature-for-ethereum/,Cashila Announces Convenient Buy and Sell Feature For Ethereum
116,http://cointelegraph.com/news/bitit-launches-to-solve-bitcoin-biggest-issues-accessibility-and-fraud,Bitit Launches to Solve Bitcoin Biggest Issues - Accessibility and Fraud
117,https://news.bitcoin.com/bitcoins-electricity-use-match-denmark-worth/,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault
118,https://soundcloud.com/epicenterbitcoin/eb-124,EB124 - Rune Christensen: Maker Dao Ethereum's Decentralized Central Bank by Epicenter Bitcoin
119,http://www.newsbtc.com/2016/03/30/decentralized-options-exchange-etheropt-uses-automated-ethereum-smart-contract/,Decentralized Options Exchange Etheropt Uses Automated Ethereum Smart Contract
120,http://www.merriam-webster.com/words-at-play/candy-words,8 of the Sweetest Words for Candy
121,https://blogs.msdn.microsoft.com/vcblog/2016/03/30/visual-c-for-linux-development/,Visual C++ for Linux Development
122,http://mspoweruser.com/microsoft-windows-phones-not-place-new-exciting-things/,"Microsoft: Windows Phone is not the place to do ""new and exciting things"" - MSPoweruser"
123,http://www.outerplaces.com/science/item/11693-coolest-virtual-reality-experiences-made-with-hololens-so-far,The 7 Coolest Virtual Reality Experiences Made with Hololens So Far
124,http://www.nytimes.com/2016/04/01/technology/amazon-widens-its-push-button-e-commerce-horizons.html,Amazon Widens Its Push-Button E-Commerce Horizons
125,http://www.appdevelopersalliance.org/news/2016/3/30/standing-under-your-code-the-seven-stages-of-digital-transformation,Standing Under Your Code: The Seven Stages of Digital Transformation
126,https://blog.docker.com/2016/03/containers-are-not-vms/,Containers are not VMs
